year,state,abbrev,col,combo1,combo2,total_population,total_male,total_female,age_under18,age_18to29,age_30to59,age_60over,race_white,race_black,race_natamer,race_asian,race_hispanic
1999,Washington,WA,48,Washington_1999,WA_1999,5791378,2882245,2909133,1488597,956748,2483665,862368,4770534,186220,92119,550337,418815
2000,Washington,WA,48,Washington_2000,WA_2000,5894121,2934300,2959821,1513843,963013,2544042,873223,4821823,190267,93301,575211,441509
2001,Washington,WA,48,Washington_2001,WA_2001,5977163,2975841,3001322,1520594,979757,2637642,906877,4859277,195245,94358,604824,472937
2002,Washington,WA,48,Washington_2002,WA_2002,6060204,3017381,3042823,1527345,996501,2731241,940531,4896731,200222,95415,634437,504365
2003,Washington,WA,48,Washington_2003,WA_2003,6143247,3058922,3084325,1534096,1013244,2824841,974185,4934185,205200,96471,664050,535793
2004,Washington,WA,48,Washington_2004,WA_2004,6226289,3100463,3125826,1540847,1029988,2918441,1007839,4971639,210177,97528,693663,567221
2005,Washington,WA,48,Washington_2005,WA_2005,6309331,3142004,3167327,1547599,1046732,3012041,1041494,5009093,215155,98585,723276,598650
2006,Washington,WA,48,Washington_2006,WA_2006,6392372,3183544,3208828,1554350,1063476,3105640,1075148,5046546,220132,99642,752889,630078
2007,Washington,WA,48,Washington_2007,WA_2007,6475414,3225085,3250329,1561101,1080220,3199240,1108802,5084000,225110,100699,782502,661506
2008,Washington,WA,48,Washington_2008,WA_2008,6558457,3266626,3291831,1567852,1096963,3292840,1142456,5121454,230087,101755,812115,692934
2009,Washington,WA,48,Washington_2009,WA_2009,6641498,3308166,3333332,1574603,1113707,3386439,1176110,5158908,235065,102812,841728,724362
2010,Washington,WA,48,Washington_2010,WA_2010,6724540,3349707,3374833,1581354,1130451,3480039,1209764,5196362,240042,103869,871341,755790
2011,Washington,WA,48,Washington_2011,WA_2011,6807582,3391248,3416334,1588105,1147195,3573639,1243418,5233816,245020,104926,900954,787218
2012,Washington,WA,48,Washington_2012,WA_2012,6890623,3432788,3457835,1594856,1163939,3667238,1277072,5271270,249997,105983,930567,818646
2013,Washington,WA,48,Washington_2013,WA_2013,6973666,3474329,3499337,1601607,1180682,3760838,1310726,5308724,254975,107039,960180,850074
2014,Washington,WA,48,Washington_2014,WA_2014,7056708,3515870,3540838,1608358,1197426,3854438,1344380,5346178,259952,108096,989793,881502
2015,Washington,WA,48,Washington_2015,WA_2015,7139750,3557411,3582339,1615110,1214170,3948038,1378035,5383632,264930,109153,1019406,912931
2016,Washington,WA,48,Washington_2016,WA_2016,7222791,3598951,3623840,1621861,1230914,4041637,1411689,5421085,269907,110210,1049019,944359
2017,Washington,WA,48,Washington_2017,WA_2017,7305833,3640492,3665341,1628612,1247658,4135237,1445343,5458539,274885,111267,1078632,975787
2018,Washington,WA,48,Washington_2018,WA_2018,7388876,3682033,3706843,1635363,1264401,4228837,1478997,5495993,279862,112323,1108245,1007215
1970,West Virginia,WV,49,West Virginia_1970,WV_1970,1744237,844669,899568,580237,292772,592050,279178,1673480,67342,751,2664,8780
1971,West Virginia,WV,49,West Virginia_1971,WV_1971,1764778,854743,910035,578177,303903,598385,284313,1693594,67112,912,2988,9173
1972,West Virginia,WV,49,West Virginia_1972,WV_1972,1785319,864817,920502,576117,315034,604720,289447,1713708,66882,1072,3312,9565
1973,West Virginia,WV,49,West Virginia_1973,WV_1973,1805859,874891,930968,574057,326166,611055,294582,1733821,66652,1233,3635,9958
1974,West Virginia,WV,49,West Virginia_1974,WV_1974,1826400,884965,941435,571997,337297,617390,299717,1753935,66422,1393,3959,10351
1975,West Virginia,WV,49,West Virginia_1975,WV_1975,1846941,895039,951902,569937,348428,623725,304852,1774049,66192,1554,4283,10744
1976,West Virginia,WV,49,West Virginia_1976,WV_1976,1867481,905112,962369,567876,359559,630059,309986,1794163,65961,1715,4607,11136
1977,West Virginia,WV,49,West Virginia_1977,WV_1977,1888022,915186,972836,565816,370690,636394,315121,1814277,65731,1875,4931,11529
1978,West Virginia,WV,49,West Virginia_1978,WV_1978,1908562,925260,983302,563756,381822,642729,320256,1834390,65501,2036,5254,11922
1979,West Virginia,WV,49,West Virginia_1979,WV_1979,1929103,935334,993769,561696,392953,649064,325390,1854504,65271,2196,5578,12314
1980,West Virginia,WV,49,West Virginia_1980,WV_1980,1949644,945408,1004236,559636,404084,655399,330525,1874618,65041,2357,5902,12707
1981,West Virginia,WV,49,West Virginia_1981,WV_1981,1934028,937021,997007,548030,393889,658584,333524,1859709,64166,2367,6232,12285
1982,West Virginia,WV,49,West Virginia_1982,WV_1982,1918411,928634,989777,536424,383694,661768,336524,1844799,63292,2377,6562,11863
1983,West Virginia,WV,49,West Virginia_1983,WV_1983,1902794,920246,982548,524818,373499,664953,339523,1829890,62417,2387,6892,11442
1984,West Virginia,WV,49,West Virginia_1984,WV_1984,1887177,911859,975318,513212,363304,668138,342523,1814980,61543,2397,7222,11020
1985,West Virginia,WV,49,West Virginia_1985,WV_1985,1871561,903472,968089,501607,353110,671323,345522,1800071,60668,2408,7552,10598
1986,West Virginia,WV,49,West Virginia_1986,WV_1986,1855944,895085,960859,490001,342915,674507,348521,1785161,59793,2418,7881,10176
1987,West Virginia,WV,49,West Virginia_1987,WV_1987,1840328,886698,953630,478395,332720,677692,351521,1770252,58919,2428,8211,9754
1988,West Virginia,WV,49,West Virginia_1988,WV_1988,1824710,878310,946400,466789,322525,680877,354520,1755342,58044,2438,8541,9333
1989,West Virginia,WV,49,West Virginia_1989,WV_1989,1809094,869923,939171,455183,312330,684061,357520,1740433,57170,2448,8871,8911
1990,West Virginia,WV,49,West Virginia_1990,WV_1990,1793477,861536,931941,443577,302135,687246,360519,1725523,56295,2458,9201,8489
1991,West Virginia,WV,49,West Virginia_1991,WV_1991,1794963,863299,931664,439459,300522,694236,360747,1724848,56389,2573,9575,8868
1992,West Virginia,WV,49,West Virginia_1992,WV_1992,1796451,865063,931388,435340,298910,701226,360974,1724174,56482,2688,9949,9247
1993,West Virginia,WV,49,West Virginia_1993,WV_1993,1797937,866826,931111,431222,297297,708217,361202,1723499,56576,2802,10323,9626
1994,West Virginia,WV,49,West Virginia_1994,WV_1994,1799424,868590,930834,427103,295684,715207,361429,1722825,56670,2917,10697,10005
1995,West Virginia,WV,49,West Virginia_1995,WV_1995,1800911,870353,930558,422985,294072,722197,361657,1722150,56764,3032,11071,10384
1996,West Virginia,WV,49,West Virginia_1996,WV_1996,1802397,872116,930281,418867,292459,729187,361885,1721475,56857,3147,11445,10763
1997,West Virginia,WV,49,West Virginia_1997,WV_1997,1803884,873880,930004,414748,290846,736177,362112,1720801,56951,3262,11819,11142
1998,West Virginia,WV,49,West Virginia_1998,WV_1998,1805370,875643,929727,410630,289233,743168,362340,1720126,57045,3376,12193,11521
1999,West Virginia,WV,49,West Virginia_1999,WV_1999,1806858,877407,929451,406511,287621,750158,362567,1719452,57138,3491,12567,11900
2000,West Virginia,WV,49,West Virginia_2000,WV_2000,1808344,879170,929174,402393,286008,757148,362795,1718777,57232,3606,12941,12279
2001,West Virginia,WV,49,West Virginia_2001,WV_2001,1812809,882612,930197,400896,285152,774479,368802,1720898,57821,3624,13542,13278
2002,West Virginia,WV,49,West Virginia_2002,WV_2002,1817274,886053,931221,399398,284295,791811,374808,1723019,58410,3642,14143,14277
2003,West Virginia,WV,49,West Virginia_2003,WV_2003,1821739,889495,932244,397901,283439,809142,380815,1725140,59000,3660,14745,15276
2004,West Virginia,WV,49,West Virginia_2004,WV_2004,1826204,892936,933268,396403,282582,826473,386821,1727261,59589,3678,15346,16275
2005,West Virginia,WV,49,West Virginia_2005,WV_2005,1830669,896378,934291,394906,281726,843805,392828,1729383,60178,3697,15947,17274
2006,West Virginia,WV,49,West Virginia_2006,WV_2006,1835134,899820,935314,393408,280869,861136,398835,1731504,60767,3715,16548,18272
2007,West Virginia,WV,49,West Virginia_2007,WV_2007,1839599,903261,936338,391911,280013,878467,404841,1733625,61356,3733,17149,19271
2008,West Virginia,WV,49,West Virginia_2008,WV_2008,1844064,906703,937361,390413,279156,895798,410848,1735746,61946,3751,17751,20270
2009,West Virginia,WV,49,West Virginia_2009,WV_2009,1848529,910144,938385,388916,278300,913130,416854,1737867,62535,3769,18352,21269
2010,West Virginia,WV,49,West Virginia_2010,WV_2010,1852994,913586,939408,387418,277443,930461,422861,1739988,63124,3787,18953,22268
2011,West Virginia,WV,49,West Virginia_2011,WV_2011,1857459,917028,940431,385921,276587,947792,428868,1742109,63713,3805,19554,23267
2012,West Virginia,WV,49,West Virginia_2012,WV_2012,1861924,920469,941455,384423,275730,965124,434874,1744230,64302,3823,20155,24266
2013,West Virginia,WV,49,West Virginia_2013,WV_2013,1866389,923911,942478,382926,274874,982455,440881,1746351,64892,3841,20757,25265
2014,West Virginia,WV,49,West Virginia_2014,WV_2014,1870854,927352,943502,381428,274017,999786,446887,1748472,65481,3859,21358,26264
2015,West Virginia,WV,49,West Virginia_2015,WV_2015,1875319,930794,944525,379931,273161,1017118,452894,1750594,66070,3878,21959,27263
2016,West Virginia,WV,49,West Virginia_2016,WV_2016,1879784,934236,945548,378433,272304,1034449,458901,1752715,66659,3896,22560,28261
2017,West Virginia,WV,49,West Virginia_2017,WV_2017,1884249,937677,946572,376936,271448,1051780,464907,1754836,67248,3914,23161,29260
2018,West Virginia,WV,49,West Virginia_2018,WV_2018,1888714,941119,947595,375438,270591,1069111,470914,1756957,67838,3932,23763,30259
1970,Wisconsin,WI,50,Wisconsin_1970,WI_1970,4417731,2167373,2250358,1583643,776943,1395796,661349,4258959,128224,18924,11624,62875
1971,Wisconsin,WI,50,Wisconsin_1971,WI_1971,4446534,2181178,2265356,1561061,803721,1409424,672329,4277672,133719,20110,12666,62885
1972,Wisconsin,WI,50,Wisconsin_1972,WI_1972,4475338,2194984,2280354,1538478,830499,1423053,683308,4296385,139213,21297,13708,62894
1973,Wisconsin,WI,50,Wisconsin_1973,WI_1973,4504142,2208789,2295353,1515896,857277,1436681,694288,4315098,144708,22483,14750,62904
1974,Wisconsin,WI,50,Wisconsin_1974,WI_1974,4532946,2222595,2310351,1493314,884055,1450309,705267,4333811,150202,23670,15792,62914
1975,Wisconsin,WI,50,Wisconsin_1975,WI_1975,4561749,2236400,2325349,1470732,910834,1463938,716247,4352524,155697,24856,16834,62924
1976,Wisconsin,WI,50,Wisconsin_1976,WI_1976,4590552,2250205,2340347,1448149,937612,1477566,727226,4371236,161191,26042,17875,62933
1977,Wisconsin,WI,50,Wisconsin_1977,WI_1977,4619356,2264011,2355345,1425567,964390,1491194,738206,4389949,166686,27229,18917,62943
1978,Wisconsin,WI,50,Wisconsin_1978,WI_1978,4648160,2277816,2370344,1402985,991168,1504822,749185,4408662,172180,28415,19959,62953
1979,Wisconsin,WI,50,Wisconsin_1979,WI_1979,4676964,2291622,2385342,1380402,1017946,1518451,760165,4427375,177675,29602,21001,62962
1980,Wisconsin,WI,50,Wisconsin_1980,WI_1980,4705767,2305427,2400340,1357820,1044724,1532079,771144,4446088,183169,30788,22043,62972
1981,Wisconsin,WI,50,Wisconsin_1981,WI_1981,4724367,2314178,2410189,1350936,1031619,1561773,780040,4452732,189306,31648,29371,65994
1982,Wisconsin,WI,50,Wisconsin_1982,WI_1982,4742968,2322929,2420039,1344052,1018513,1591466,788935,4459375,195443,32508,36698,69016
1983,Wisconsin,WI,50,Wisconsin_1983,WI_1983,4761567,2331679,2429888,1337169,1005408,1621160,797831,4466019,201580,33368,44026,72039
1984,Wisconsin,WI,50,Wisconsin_1984,WI_1984,4780168,2340430,2439738,1330285,992303,1650854,806726,4472662,207717,34228,51354,75061
1985,Wisconsin,WI,50,Wisconsin_1985,WI_1985,4798768,2349181,2449587,1323401,979198,1680548,815622,4479306,213854,35088,58682,78083
1986,Wisconsin,WI,50,Wisconsin_1986,WI_1986,4817368,2357932,2459436,1316517,966092,1710241,824518,4485949,219991,35947,66009,81105
1987,Wisconsin,WI,50,Wisconsin_1987,WI_1987,4835969,2366683,2469286,1309633,952987,1739935,833413,4492593,226128,36807,73337,84127
1988,Wisconsin,WI,50,Wisconsin_1988,WI_1988,4854568,2375433,2479135,1302750,939882,1769629,842309,4499236,232265,37667,80665,87150
1989,Wisconsin,WI,50,Wisconsin_1989,WI_1989,4873169,2384184,2488985,1295866,926776,1799322,851204,4505880,238402,38527,87992,90172
1990,Wisconsin,WI,50,Wisconsin_1990,WI_1990,4891769,2392935,2498834,1288982,913671,1829016,860100,4512523,244539,39387,95320,93194
1991,Wisconsin,WI,50,Wisconsin_1991,WI_1991,4938960,2418546,2520414,1296959,907758,1869397,864845,4538256,250531,40171,103312,103167
1992,Wisconsin,WI,50,Wisconsin_1992,WI_1992,4986150,2444156,2541994,1304937,901845,1909778,869590,4563990,256523,40955,111303,113139
1993,Wisconsin,WI,50,Wisconsin_1993,WI_1993,5033341,2469767,2563574,1312914,895932,1950159,874336,4589723,262515,41739,119295,123112
1994,Wisconsin,WI,50,Wisconsin_1994,WI_1994,5080531,2495377,2585154,1320892,890019,1990540,879081,4615457,268507,42523,127286,133085
1995,Wisconsin,WI,50,Wisconsin_1995,WI_1995,5127722,2520988,2606734,1328869,884107,2030921,883826,4641190,274500,43308,135278,143058
1996,Wisconsin,WI,50,Wisconsin_1996,WI_1996,5174913,2546599,2628314,1336846,878194,2071301,888571,4666923,280492,44092,143269,153030
1997,Wisconsin,WI,50,Wisconsin_1997,WI_1997,5222103,2572209,2649894,1344824,872281,2111682,893316,4692657,286484,44876,151261,163003
1998,Wisconsin,WI,50,Wisconsin_1998,WI_1998,5269294,2597820,2671474,1352801,866368,2152063,898062,4718390,292476,45660,159252,172976
1999,Wisconsin,WI,50,Wisconsin_1999,WI_1999,5316484,2623430,2693054,1360779,860455,2192444,902807,4744124,298468,46444,167244,182948
2000,Wisconsin,WI,50,Wisconsin_2000,WI_2000,5363675,2649041,2714634,1368756,854542,2232825,907552,4769857,304460,47228,175235,192921
2001,Wisconsin,WI,50,Wisconsin_2001,WI_2001,5396006,2666377,2729629,1365830,861248,2300243,925911,4783078,309929,47958,184404,207235
2002,Wisconsin,WI,50,Wisconsin_2002,WI_2002,5428337,2683713,2744624,1362903,867954,2367662,944269,4796299,315398,48688,193574,221548
2003,Wisconsin,WI,50,Wisconsin_2003,WI_2003,5460669,2701049,2759620,1359977,874660,2435080,962628,4809520,320866,49417,202743,235862
2004,Wisconsin,WI,50,Wisconsin_2004,WI_2004,5493000,2718385,2774615,1357050,881366,2502498,980987,4822741,326335,50147,211912,250175
2005,Wisconsin,WI,50,Wisconsin_2005,WI_2005,5525331,2735721,2789610,1354124,888073,2569917,999346,4835962,331804,50877,221082,264489
2006,Wisconsin,WI,50,Wisconsin_2006,WI_2006,5557661,2753056,2804605,1351198,894779,2637335,1017704,4849183,337273,51607,230251,278802
2007,Wisconsin,WI,50,Wisconsin_2007,WI_2007,5589992,2770392,2819600,1348271,901485,2704753,1036063,4862404,342742,52337,239420,293116
2008,Wisconsin,WI,50,Wisconsin_2008,WI_2008,5622324,2787728,2834596,1345345,908191,2772171,1054422,4875625,348210,53066,248589,307429
2009,Wisconsin,WI,50,Wisconsin_2009,WI_2009,5654655,2805064,2849591,1342418,914897,2839590,1072780,4888846,353679,53796,257759,321743
2010,Wisconsin,WI,50,Wisconsin_2010,WI_2010,5686986,2822400,2864586,1339492,921603,2907008,1091139,4902067,359148,54526,266928,336056
2011,Wisconsin,WI,50,Wisconsin_2011,WI_2011,5719317,2839736,2879581,1336566,928309,2974426,1109498,4915288,364617,55256,276097,350370
2012,Wisconsin,WI,50,Wisconsin_2012,WI_2012,5751648,2857072,2894576,1333639,935015,3041845,1127856,4928509,370086,55986,285267,364683
2013,Wisconsin,WI,50,Wisconsin_2013,WI_2013,5783980,2874408,2909572,1330713,941721,3109263,1146215,4941730,375554,56715,294436,378997
2014,Wisconsin,WI,50,Wisconsin_2014,WI_2014,5816311,2891744,2924567,1327786,948427,3176681,1164574,4954951,381023,57445,303605,393310
2015,Wisconsin,WI,50,Wisconsin_2015,WI_2015,5848642,2909080,2939562,1324860,955134,3244100,1182933,4968172,386492,58175,312775,407624
2016,Wisconsin,WI,50,Wisconsin_2016,WI_2016,5880972,2926415,2954557,1321934,961840,3311518,1201291,4981393,391961,58905,321944,421937
2017,Wisconsin,WI,50,Wisconsin_2017,WI_2017,5913303,2943751,2969552,1319007,968546,3378936,1219650,4994614,397430,59635,331113,436251
2018,Wisconsin,WI,50,Wisconsin_2018,WI_2018,5945635,2961087,2984548,1316081,975252,3446354,1238009,5007835,402898,60364,340282,450564
1970,Wyoming,WY,51,Wyoming_1970,WY_1970,332416,166775,165641,120024,58304,110358,43730,323024,2568,4980,1844,13894
1971,Wyoming,WY,51,Wyoming_1971,WY_1971,346131,174154,171977,122577,64303,114615,44635,335371,2638,5309,1864,14955
1972,Wyoming,WY,51,Wyoming_1972,WY_1972,359844,181532,178312,125130,70302,118872,45540,347717,2708,5637,1884,16015
1973,Wyoming,WY,51,Wyoming_1973,WY_1973,373559,188911,184648,127683,76301,123130,46445,360064,2779,5966,1904,17076
1974,Wyoming,WY,51,Wyoming_1974,WY_1974,387272,196289,190983,130236,82300,127387,47350,372410,2849,6294,1924,18136
1975,Wyoming,WY,51,Wyoming_1975,WY_1975,400987,203668,197319,132789,88300,131644,48255,384757,2919,6623,1944,19197
1976,Wyoming,WY,51,Wyoming_1976,WY_1976,414701,211046,203655,135341,94299,135901,49159,397103,2989,6952,1964,20257
1977,Wyoming,WY,51,Wyoming_1977,WY_1977,428415,218425,209990,137894,100298,140158,50064,409450,3059,7280,1984,21318
1978,Wyoming,WY,51,Wyoming_1978,WY_1978,442129,225803,216326,140447,106297,144416,50969,421796,3130,7609,2004,22378
1979,Wyoming,WY,51,Wyoming_1979,WY_1979,455843,233182,222661,143000,112296,148673,51874,434143,3200,7937,2024,23439
1980,Wyoming,WY,51,Wyoming_1980,WY_1980,469557,240560,228997,145553,118295,152930,52779,446489,3270,8266,2044,24499
1981,Wyoming,WY,51,Wyoming_1981,WY_1981,467960,239205,228755,144550,113931,155499,53980,444546,3304,8387,3184,24624
1982,Wyoming,WY,51,Wyoming_1982,WY_1982,466363,237849,228514,143547,109567,158067,55182,442603,3337,8509,4324,24749
1983,Wyoming,WY,51,Wyoming_1983,WY_1983,464766,236494,228272,142545,105203,160636,56383,440661,3371,8630,5463,24875
1984,Wyoming,WY,51,Wyoming_1984,WY_1984,463170,235139,228031,141542,100839,163205,57584,438718,3404,8751,6603,25000
1985,Wyoming,WY,51,Wyoming_1985,WY_1985,461573,233784,227789,140539,96475,165774,58786,436775,3438,8873,7743,25125
1986,Wyoming,WY,51,Wyoming_1986,WY_1986,459975,232428,227547,139536,92110,168342,59987,434832,3472,8994,8883,25250
1987,Wyoming,WY,51,Wyoming_1987,WY_1987,458379,231073,227306,138533,87746,170911,61188,432889,3505,9115,10023,25375
1988,Wyoming,WY,51,Wyoming_1988,WY_1988,456782,229718,227064,137531,83382,173480,62389,430947,3539,9236,11162,25501
1989,Wyoming,WY,51,Wyoming_1989,WY_1989,455185,228362,226823,136528,79018,176048,63591,429004,3572,9358,12302,25626
1990,Wyoming,WY,51,Wyoming_1990,WY_1990,453588,227007,226581,135525,74654,178617,64792,427061,3606,9479,13442,25751
1991,Wyoming,WY,51,Wyoming_1991,WY_1991,457608,229144,228464,134860,75190,181510,66048,429822,3618,9644,13635,26343
1992,Wyoming,WY,51,Wyoming_1992,WY_1992,461626,231280,230346,134195,75726,184403,67303,432583,3629,9810,13828,26935
1993,Wyoming,WY,51,Wyoming_1993,WY_1993,465646,233417,232229,133529,76261,187297,68559,435344,3641,9975,14022,27526
1994,Wyoming,WY,51,Wyoming_1994,WY_1994,469666,235554,234112,132864,76797,190190,69814,438105,3652,10141,14215,28118
1995,Wyoming,WY,51,Wyoming_1995,WY_1995,473686,237691,235995,132199,77333,193083,71070,440866,3664,10306,14408,28710
1996,Wyoming,WY,51,Wyoming_1996,WY_1996,477704,239827,237877,131534,77869,195976,72326,443626,3676,10471,14601,29302
1997,Wyoming,WY,51,Wyoming_1997,WY_1997,481724,241964,239760,130869,78405,198869,73581,446387,3687,10637,14794,29894
1998,Wyoming,WY,51,Wyoming_1998,WY_1998,485744,244101,241643,130203,78940,201763,74837,449148,3699,10802,14988,30485
